UTC,Ask,Bid,Ask Volume,Bid Volume
23.02.2026 07:10:53.069 UTC,1.18263,1.18257,4.5,0.9
23.02.2026 07:10:57.006 UTC,1.1826,1.18258,0.9,0.9
23.02.2026 07:10:59.640 UTC,1.18262,1.18258,5.4,0.9
23.02.2026 07:10:59.951 UTC,1.1826,1.18256,0.9,1.8
23.02.2026 07:11:00.056 UTC,1.1826,1.18255,0.9,2.02
23.02.2026 07:11:00.162 UTC,1.1826,1.18254,3.15,0.9
23.02.2026 07:11:00.268 UTC,1.18259,1.18254,2.7,0.9
23.02.2026 07:11:00.374 UTC,1.18258,1.18253,0.9,0.9
23.02.2026 07:11:00.633 UTC,1.18258,1.18255,0.9,0.9
23.02.2026 07:11:00.739 UTC,1.18259,1.18255,0.9,1.8
23.02.2026 07:11:00.791 UTC,1.1826,1.18256,1.8,1.8
23.02.2026 07:11:02.008 UTC,1.18261,1.18256,0.9,0.9
23.02.2026 07:11:04.037 UTC,1.18261,1.18258,0.9,0.9
23.02.2026 07:11:08.841 UTC,1.1826,1.18258,0.9,0.9
23.02.2026 07:11:09.100 UTC,1.18259,1.18255,1.8,0.9
23.02.2026 07:11:09.207 UTC,1.18256,1.18251,2.25,4.5
23.02.2026 07:11:09.363 UTC,1.18255,1.18251,2.25,1.8
23.02.2026 07:11:10.025 UTC,1.18255,1.1825,0.9,0.9
23.02.2026 07:11:12.029 UTC,1.18256,1.18251,0.9,0.9
23.02.2026 07:11:19.672 UTC,1.18251,1.1825,0.9,1.12
23.02.2026 07:11:19.726 UTC,1.18251,1.18248,0.45,1.12
23.02.2026 07:11:19.780 UTC,1.18252,1.18249,4.5,1.8
23.02.2026 07:11:20.244 UTC,1.18251,1.18247,0.9,0.9
23.02.2026 07:11:20.352 UTC,1.1825,1.18247,0.9,2.7
23.02.2026 07:11:26.214 UTC,1.18251,1.1825,1.35,0.9
23.02.2026 07:11:26.271 UTC,1.18253,1.1825,5.4,0.9
23.02.2026 07:11:26.429 UTC,1.18252,1.18248,0.9,1.8
23.02.2026 07:11:27.246 UTC,1.18253,1.18251,0.9,0.9
23.02.2026 07:11:27.351 UTC,1.18254,1.18251,1.8,1.8
23.02.2026 07:11:27.456 UTC,1.18254,1.18252,0.9,0.9
23.02.2026 07:11:27.613 UTC,1.18257,1.18253,1.8,1.8
23.02.2026 07:11:28.644 UTC,1.18257,1.18255,1.8,0.9
23.02.2026 07:11:28.751 UTC,1.1826,1.18256,2.7,0.9
23.02.2026 07:11:28.908 UTC,1.18258,1.18256,0.9,1.8
23.02.2026 07:11:29.014 UTC,1.18257,1.18255,0.9,1.8
23.02.2026 07:11:31.576 UTC,1.1826,1.18256,0.9,0.9
23.02.2026 07:11:34.911 UTC,1.18258,1.18256,0.9,0.9
23.02.2026 07:11:35.015 UTC,1.18257,1.18255,4.5,1.8
23.02.2026 07:11:37.754 UTC,1.18258,1.18256,0.9,0.9
23.02.2026 07:11:37.859 UTC,1.18259,1.18257,0.9,0.9
23.02.2026 07:11:38.017 UTC,1.18258,1.18255,0.9,1.8
23.02.2026 07:11:44.391 UTC,1.18259,1.18256,2.7,0.9
23.02.2026 07:11:50.629 UTC,1.18261,1.18255,13.41,0.9
23.02.2026 07:11:50.733 UTC,1.18259,1.18255,3.6,0.9
23.02.2026 07:11:55.223 UTC,1.18257,1.18254,0.9,0.9
23.02.2026 07:11:55.332 UTC,1.18259,1.18255,4.95,0.9
23.02.2026 07:11:55.489 UTC,1.1826,1.18255,2.25,0.9
23.02.2026 07:11:55.596 UTC,1.18261,1.18255,6.3,0.9
23.02.2026 07:11:55.804 UTC,1.18261,1.18256,3.6,0.9
23.02.2026 07:11:59.963 UTC,1.18257,1.18256,0.9,0.9
23.02.2026 07:12:00.069 UTC,1.18257,1.18254,2.25,1.8
23.02.2026 07:12:00.175 UTC,1.18258,1.18252,2.7,0.9
23.02.2026 07:12:00.739 UTC,1.18256,1.18253,0.9,1.8
23.02.2026 07:12:01.610 UTC,1.18258,1.18252,6.3,0.9
23.02.2026 07:12:01.967 UTC,1.18256,1.18253,0.9,0.9
23.02.2026 07:12:04.241 UTC,1.18257,1.18251,5.4,0.9
23.02.2026 07:12:04.344 UTC,1.18255,1.18252,0.9,0.9
23.02.2026 07:12:08.183 UTC,1.18254,1.18251,0.9,0.9
23.02.2026 07:12:10.366 UTC,1.18253,1.18249,0.9,1.8
23.02.2026 07:12:10.472 UTC,1.18254,1.18251,0.9,0.9
23.02.2026 07:12:10.576 UTC,1.18254,1.18252,0.9,0.9
23.02.2026 07:12:10.680 UTC,1.18256,1.18251,2.7,0.9
23.02.2026 07:12:12.275 UTC,1.18254,1.18252,0.9,1.8
23.02.2026 07:12:12.382 UTC,1.18254,1.18253,0.9,0.9
23.02.2026 07:12:12.491 UTC,1.18256,1.18253,1.8,0.9
23.02.2026 07:12:12.949 UTC,1.18256,1.18252,0.9,0.9
23.02.2026 07:12:16.752 UTC,1.18256,1.18255,0.9,0.9
23.02.2026 07:12:16.857 UTC,1.18257,1.18253,0.9,1.8
23.02.2026 07:12:16.961 UTC,1.18258,1.18254,0.9,0.9
23.02.2026 07:12:17.116 UTC,1.18258,1.18255,1.8,0.9
23.02.2026 07:12:17.776 UTC,1.18258,1.18253,0.9,0.9
23.02.2026 07:12:17.881 UTC,1.18258,1.18252,2.7,1.8
23.02.2026 07:12:17.986 UTC,1.18256,1.18253,0.9,0.9
23.02.2026 07:12:18.700 UTC,1.18256,1.18252,0.9,0.9
23.02.2026 07:12:18.805 UTC,1.18256,1.18251,0.9,1.8
23.02.2026 07:12:18.908 UTC,1.18257,1.18251,1.8,1.8
23.02.2026 07:12:23.710 UTC,1.18254,1.18251,1.35,2.7
23.02.2026 07:12:27.602 UTC,1.18251,1.18247,6.3,5.4
23.02.2026 07:12:27.711 UTC,1.18248,1.18244,3.6,4.5
23.02.2026 07:12:27.817 UTC,1.18247,1.18244,0.9,4.5
23.02.2026 07:12:27.872 UTC,1.18246,1.18243,0.9,0.9
23.02.2026 07:12:28.027 UTC,1.18248,1.18242,5.4,0.9
23.02.2026 07:12:28.132 UTC,1.18246,1.18243,0.9,0.9
23.02.2026 07:12:28.596 UTC,1.18245,1.18242,1.8,0.9
23.02.2026 07:12:29.820 UTC,1.18243,1.18242,0.9,0.9
23.02.2026 07:12:29.874 UTC,1.18241,1.18238,1.8,1.12
23.02.2026 07:12:29.980 UTC,1.18241,1.18237,0.9,0.9
23.02.2026 07:12:31.970 UTC,1.1824,1.18237,2.7,0.9
23.02.2026 07:12:32.279 UTC,1.18241,1.18237,0.9,0.9
23.02.2026 07:12:32.434 UTC,1.18241,1.18236,0.9,2.7
23.02.2026 07:12:32.540 UTC,1.18242,1.18238,0.9,0.9
23.02.2026 07:12:32.799 UTC,1.18243,1.18238,1.8,1.8
23.02.2026 07:12:33.713 UTC,1.18242,1.18238,0.9,1.8
23.02.2026 07:12:35.792 UTC,1.18243,1.18239,0.9,0.9
23.02.2026 07:12:37.699 UTC,1.18241,1.18239,1.8,0.9
23.02.2026 07:12:41.420 UTC,1.18242,1.1824,2.7,0.9
23.02.2026 07:12:41.527 UTC,1.18241,1.18239,0.9,0.9
23.02.2026 07:12:45.133 UTC,1.18243,1.1824,1.8,3.6
23.02.2026 07:12:45.187 UTC,1.18245,1.18242,5.62,0.9
23.02.2026 07:12:45.292 UTC,1.18245,1.18243,0.9,0.9
23.02.2026 07:12:45.345 UTC,1.18247,1.18243,0.9,0.9
23.02.2026 07:12:45.527 UTC,1.18247,1.18244,2.7,0.9
23.02.2026 07:12:46.144 UTC,1.18247,1.18243,0.9,0.9
23.02.2026 07:12:46.353 UTC,1.18247,1.18244,2.7,0.9
23.02.2026 07:12:47.419 UTC,1.18246,1.18244,0.9,0.9
23.02.2026 07:12:47.625 UTC,1.18248,1.18243,2.7,0.9
23.02.2026 07:12:49.553 UTC,1.18247,1.18242,2.7,0.9
23.02.2026 07:12:49.661 UTC,1.18246,1.18242,0.9,0.9
23.02.2026 07:12:51.135 UTC,1.18247,1.18242,1.8,0.9
23.02.2026 07:12:57.819 UTC,1.18247,1.18244,1.8,0.9
23.02.2026 07:12:58.028 UTC,1.18246,1.18244,1.8,1.8
23.02.2026 07:12:59.401 UTC,1.18247,1.18245,0.9,0.9
23.02.2026 07:13:08.531 UTC,1.18249,1.18246,0.9,0.9
23.02.2026 07:13:08.636 UTC,1.18251,1.18248,0.9,1.8
23.02.2026 07:13:09.705 UTC,1.18249,1.18248,0.9,0.9
23.02.2026 07:13:13.611 UTC,1.1825,1.18249,0.9,0.9
23.02.2026 07:13:13.717 UTC,1.18252,1.18249,1.8,0.9
23.02.2026 07:13:13.874 UTC,1.18253,1.18252,2.7,0.9
23.02.2026 07:13:13.979 UTC,1.18253,1.18249,0.9,1.8
23.02.2026 07:13:22.654 UTC,1.18251,1.18249,4.5,1.8
23.02.2026 07:13:24.732 UTC,1.1825,1.18249,4.5,0.9
23.02.2026 07:13:31.148 UTC,1.18252,1.18248,0.9,0.9
23.02.2026 07:13:35.078 UTC,1.18252,1.1825,0.9,1.8
23.02.2026 07:13:35.182 UTC,1.18254,1.18249,1.8,0.9
23.02.2026 07:13:40.991 UTC,1.18252,1.1825,1.8,0.9
23.02.2026 07:13:42.256 UTC,1.18252,1.18249,0.9,0.9
23.02.2026 07:13:42.925 UTC,1.18254,1.18251,3.6,0.9
23.02.2026 07:13:44.453 UTC,1.18252,1.18249,0.9,1.8
23.02.2026 07:13:45.779 UTC,1.18251,1.18248,0.9,0.9
23.02.2026 07:13:53.519 UTC,1.18248,1.18245,0.9,2.7
23.02.2026 07:13:53.626 UTC,1.18244,1.18242,1.8,1.64
23.02.2026 07:13:53.679 UTC,1.18243,1.1824,0.9,2.7
23.02.2026 07:13:55.111 UTC,1.18243,1.18242,4.5,0.9
23.02.2026 07:13:55.519 UTC,1.18244,1.18241,0.9,1.8
23.02.2026 07:13:56.950 UTC,1.18242,1.1824,0.9,0.9
23.02.2026 07:13:57.004 UTC,1.18241,1.18238,0.9,3.6
23.02.2026 07:14:00.170 UTC,1.18239,1.18237,0.9,0.9
23.02.2026 07:14:02.498 UTC,1.18238,1.18236,0.9,0.9
23.02.2026 07:14:02.655 UTC,1.1824,1.18236,0.9,1.8
23.02.2026 07:14:03.426 UTC,1.18239,1.18236,0.9,0.9
23.02.2026 07:14:04.998 UTC,1.1824,1.18239,0.9,0.9
23.02.2026 07:14:05.257 UTC,1.18241,1.18237,0.9,1.8
23.02.2026 07:14:07.222 UTC,1.18239,1.18236,3.15,1.8
23.02.2026 07:14:07.405 UTC,1.18238,1.18236,0.9,2.7
23.02.2026 07:14:12.411 UTC,1.18239,1.18238,0.9,1.8
23.02.2026 07:14:14.191 UTC,1.18239,1.18237,5.4,0.9
23.02.2026 07:14:14.246 UTC,1.18237,1.18235,4.5,2.7
23.02.2026 07:14:14.355 UTC,1.18237,1.18236,0.9,0.9
23.02.2026 07:14:15.789 UTC,1.18238,1.18236,0.9,0.9
23.02.2026 07:14:17.834 UTC,1.1824,1.18235,0.9,1.8
23.02.2026 07:14:18.091 UTC,1.18239,1.18237,0.9,0.9
23.02.2026 07:14:19.308 UTC,1.18241,1.18236,1.8,0.9
23.02.2026 07:14:26.180 UTC,1.18241,1.18237,1.8,0.9
23.02.2026 07:14:26.286 UTC,1.18241,1.18238,1.8,0.9
23.02.2026 07:14:29.600 UTC,1.18242,1.18239,1.8,1.8
23.02.2026 07:14:46.937 UTC,1.18243,1.18239,0.9,0.9
23.02.2026 07:14:55.132 UTC,1.18244,1.1824,0.9,1.8
23.02.2026 07:14:56.254 UTC,1.18242,1.18241,0.9,0.9
23.02.2026 07:14:59.824 UTC,1.18242,1.1824,0.9,0.9
23.02.2026 07:14:59.931 UTC,1.18243,1.1824,0.9,0.9
23.02.2026 07:15:00.035 UTC,1.18243,1.18239,0.9,1.8
23.02.2026 07:15:05.865 UTC,1.18241,1.1824,0.9,0.9
23.02.2026 07:15:06.022 UTC,1.18242,1.1824,0.9,4.5
23.02.2026 07:15:13.236 UTC,1.18244,1.18241,5.4,0.9
23.02.2026 07:15:15.058 UTC,1.18242,1.18241,1.8,0.9
23.02.2026 07:15:15.370 UTC,1.18243,1.18242,0.9,0.9
23.02.2026 07:15:15.426 UTC,1.18248,1.18245,2.25,0.9
23.02.2026 07:15:15.533 UTC,1.18248,1.18247,4.5,1.8
23.02.2026 07:15:15.637 UTC,1.1825,1.18247,5.2,1.8
23.02.2026 07:15:16.099 UTC,1.1825,1.18246,0.9,0.9
23.02.2026 07:15:18.613 UTC,1.18248,1.18247,0.9,0.9
23.02.2026 07:15:19.632 UTC,1.18248,1.18246,0.9,2.7
23.02.2026 07:15:24.275 UTC,1.18249,1.18247,1.8,0.9
23.02.2026 07:15:24.329 UTC,1.18246,1.18245,5.4,0.9
23.02.2026 07:15:24.543 UTC,1.18245,1.18242,1.8,0.9
23.02.2026 07:15:24.650 UTC,1.18244,1.18242,1.8,1.8
23.02.2026 07:15:25.368 UTC,1.18245,1.18243,0.9,0.9
23.02.2026 07:15:25.423 UTC,1.18248,1.18247,1.8,0.9
23.02.2026 07:15:25.530 UTC,1.1825,1.18248,1.8,0.9
23.02.2026 07:15:27.840 UTC,1.18248,1.18246,0.9,3.37
23.02.2026 07:15:27.947 UTC,1.1825,1.18246,1.8,1.8
23.02.2026 07:15:30.376 UTC,1.1825,1.18247,1.8,1.8
23.02.2026 07:15:33.197 UTC,1.18248,1.18246,0.9,2.47
23.02.2026 07:15:34.067 UTC,1.1825,1.18245,5.4,0.9
23.02.2026 07:15:35.783 UTC,1.18249,1.18247,0.9,0.9
23.02.2026 07:15:36.454 UTC,1.1825,1.18247,0.9,2.7
23.02.2026 07:15:44.247 UTC,1.1825,1.18248,0.9,0.9
23.02.2026 07:15:44.352 UTC,1.18251,1.18246,1.8,2.7
23.02.2026 07:15:50.372 UTC,1.1825,1.18247,0.9,0.9
23.02.2026 07:15:51.480 UTC,1.18251,1.18246,1.8,1.8
23.02.2026 07:15:53.755 UTC,1.18248,1.18245,2.25,1.35
23.02.2026 07:15:53.861 UTC,1.18246,1.18245,1.8,0.9
23.02.2026 07:15:53.964 UTC,1.18247,1.18243,1.8,0.9
23.02.2026 07:15:54.578 UTC,1.18242,1.1824,1.8,1.57
23.02.2026 07:15:54.686 UTC,1.1824,1.18237,0.9,5.4
23.02.2026 07:15:54.791 UTC,1.18241,1.18237,0.9,0.9
23.02.2026 07:16:05.851 UTC,1.18237,1.18236,0.9,0.9
23.02.2026 07:16:05.906 UTC,1.18236,1.18234,1.8,0.22
23.02.2026 07:16:05.960 UTC,1.18234,1.18232,0.9,3.22
23.02.2026 07:16:06.322 UTC,1.18234,1.18231,4.5,0.9
23.02.2026 07:16:06.393 UTC,1.18228,1.18227,1.8,1.8
23.02.2026 07:16:06.451 UTC,1.18231,1.18229,0.9,0.9
23.02.2026 07:16:06.506 UTC,1.18233,1.1823,4.05,0.9
23.02.2026 07:16:06.975 UTC,1.18232,1.18229,0.9,1.8
23.02.2026 07:16:15.057 UTC,1.18233,1.18229,1.8,1.8
23.02.2026 07:16:16.605 UTC,1.18234,1.1823,0.9,1.8
23.02.2026 07:16:16.711 UTC,1.18235,1.18231,2.7,0.9
23.02.2026 07:16:20.848 UTC,1.18233,1.18232,0.9,0.9
23.02.2026 07:16:21.606 UTC,1.18235,1.18231,2.7,0.9
23.02.2026 07:16:22.467 UTC,1.18233,1.18231,0.9,1.8
23.02.2026 07:16:24.851 UTC,1.18234,1.18232,2.7,0.9
23.02.2026 07:16:25.779 UTC,1.18234,1.18232,0.9,4.5
23.02.2026 07:16:26.597 UTC,1.18234,1.18233,0.9,0.9
23.02.2026 07:16:27.004 UTC,1.18235,1.18234,0.9,0.9
23.02.2026 07:16:27.263 UTC,1.18236,1.18232,1.8,0.9
23.02.2026 07:16:31.676 UTC,1.18235,1.18231,0.9,1.8
23.02.2026 07:16:32.187 UTC,1.18236,1.18232,1.8,0.9
23.02.2026 07:16:37.610 UTC,1.18235,1.18231,0.9,1.8
23.02.2026 07:16:37.714 UTC,1.18235,1.18232,1.8,0.9
23.02.2026 07:16:43.236 UTC,1.18234,1.18232,2.7,0.9
23.02.2026 07:16:50.497 UTC,1.18234,1.18233,0.9,0.9
23.02.2026 07:16:54.546 UTC,1.18234,1.18232,1.8,0.9
23.02.2026 07:17:00.098 UTC,1.18236,1.18233,2.25,0.9
23.02.2026 07:17:01.010 UTC,1.18234,1.18233,0.9,0.9
23.02.2026 07:17:04.357 UTC,1.18232,1.18229,1.8,2.7
23.02.2026 07:17:04.464 UTC,1.18232,1.1823,1.8,1.8
23.02.2026 07:17:06.899 UTC,1.18232,1.18228,0.9,0.9
23.02.2026 07:17:11.643 UTC,1.18231,1.1823,0.9,0.9
23.02.2026 07:17:15.088 UTC,1.18231,1.18228,0.9,1.8
23.02.2026 07:17:15.194 UTC,1.18229,1.18226,1.8,0.9
23.02.2026 07:17:15.662 UTC,1.1823,1.18227,2.25,0.9
23.02.2026 07:17:21.679 UTC,1.1823,1.18225,2.25,6.3
23.02.2026 07:17:22.901 UTC,1.1823,1.18227,1.8,0.9
23.02.2026 07:17:23.007 UTC,1.18229,1.18227,0.9,0.9
23.02.2026 07:17:24.785 UTC,1.1823,1.18227,2.7,0.9
23.02.2026 07:17:25.605 UTC,1.18228,1.18227,0.9,4.5
23.02.2026 07:17:26.477 UTC,1.1823,1.18227,1.8,0.9
23.02.2026 07:17:26.582 UTC,1.1823,1.18226,0.9,1.8
23.02.2026 07:17:27.196 UTC,1.18229,1.18225,0.9,0.9
23.02.2026 07:17:27.300 UTC,1.18229,1.18226,0.9,0.9
23.02.2026 07:17:32.079 UTC,1.18229,1.18224,4.5,2.7
23.02.2026 07:17:32.138 UTC,1.1823,1.18228,1.35,0.9
23.02.2026 07:17:32.247 UTC,1.18229,1.18228,1.8,0.9
23.02.2026 07:17:36.566 UTC,1.18231,1.18228,2.7,0.9
23.02.2026 07:17:36.674 UTC,1.18233,1.1823,0.9,0.9
23.02.2026 07:17:36.779 UTC,1.18233,1.18231,0.9,1.8
23.02.2026 07:17:36.884 UTC,1.18235,1.18232,2.25,0.9
23.02.2026 07:17:40.903 UTC,1.18234,1.18231,1.35,1.8
23.02.2026 07:17:41.009 UTC,1.18234,1.1823,2.25,0.9
23.02.2026 07:17:41.115 UTC,1.18235,1.1823,2.25,1.8
23.02.2026 07:17:46.360 UTC,1.18234,1.18232,0.9,0.9
23.02.2026 07:17:46.468 UTC,1.18236,1.18232,0.9,0.9
23.02.2026 07:17:47.596 UTC,1.18234,1.18232,0.9,2.7
23.02.2026 07:17:59.109 UTC,1.18237,1.18234,0.9,0.9
23.02.2026 07:17:59.264 UTC,1.18238,1.18234,1.8,0.9
23.02.2026 07:17:59.675 UTC,1.18237,1.18234,2.7,1.8
23.02.2026 07:18:00.288 UTC,1.18237,1.18233,0.9,1.8
23.02.2026 07:18:00.394 UTC,1.18233,1.18232,0.9,0.9
23.02.2026 07:18:00.525 UTC,1.18233,1.18231,0.9,0.9
23.02.2026 07:18:01.950 UTC,1.18235,1.18232,1.8,0.9
23.02.2026 07:18:03.986 UTC,1.18235,1.18233,0.9,0.9
23.02.2026 07:18:04.039 UTC,1.18235,1.18231,1.8,0.9
23.02.2026 07:18:05.523 UTC,1.18231,1.18229,0.9,0.9
23.02.2026 07:18:05.577 UTC,1.1823,1.18227,0.9,4.5
23.02.2026 07:18:10.304 UTC,1.18225,1.18224,1.8,0.22
23.02.2026 07:18:10.360 UTC,1.18226,1.18225,1.8,4.5
23.02.2026 07:18:10.472 UTC,1.18227,1.18224,2.7,0.9
23.02.2026 07:18:11.603 UTC,1.18225,1.18224,0.9,4.5
23.02.2026 07:18:11.708 UTC,1.18226,1.18223,2.7,0.9
23.02.2026 07:18:15.097 UTC,1.18226,1.18225,1.8,0.9
23.02.2026 07:18:16.779 UTC,1.18228,1.18225,2.7,0.9
23.02.2026 07:18:17.758 UTC,1.1823,1.18226,2.7,0.9
23.02.2026 07:18:17.812 UTC,1.18231,1.18228,0.9,0.9
23.02.2026 07:18:17.970 UTC,1.18231,1.1823,0.9,4.5
23.02.2026 07:18:19.244 UTC,1.18232,1.18231,1.8,0.9
23.02.2026 07:18:21.849 UTC,1.18232,1.18231,0.9,4.5
23.02.2026 07:18:22.057 UTC,1.18232,1.18231,1.8,0.9
23.02.2026 07:18:29.066 UTC,1.1823,1.18227,0.9,1.8
23.02.2026 07:18:38.544 UTC,1.1823,1.18229,1.8,0.9
23.02.2026 07:18:38.649 UTC,1.1823,1.18227,0.9,1.8
23.02.2026 07:18:56.268 UTC,1.18228,1.18225,0.9,1.8
23.02.2026 07:18:56.374 UTC,1.18226,1.18224,1.8,0.9
23.02.2026 07:18:56.478 UTC,1.18226,1.18223,1.8,0.9
23.02.2026 07:18:56.582 UTC,1.18225,1.18222,0.9,1.8
23.02.2026 07:18:59.052 UTC,1.18225,1.18224,1.8,0.9
23.02.2026 07:18:59.912 UTC,1.18226,1.18222,0.9,0.9
23.02.2026 07:19:02.435 UTC,1.18228,1.18226,3.15,5.4
23.02.2026 07:19:02.542 UTC,1.18229,1.18228,0.9,5.4
23.02.2026 07:19:02.660 UTC,1.1823,1.18229,1.8,0.9
23.02.2026 07:19:08.986 UTC,1.18232,1.1823,4.5,0.9
23.02.2026 07:19:09.040 UTC,1.18234,1.18231,1.8,0.9
23.02.2026 07:19:10.823 UTC,1.18235,1.18232,1.8,0.9
23.02.2026 07:19:16.056 UTC,1.18235,1.18234,0.9,0.9
23.02.2026 07:19:16.164 UTC,1.18234,1.18233,0.9,2.92
23.02.2026 07:19:16.323 UTC,1.18234,1.18233,0.9,1.8
23.02.2026 07:19:18.248 UTC,1.18233,1.18232,0.9,4.5
23.02.2026 07:19:18.656 UTC,1.18234,1.18231,1.8,0.9
23.02.2026 07:19:18.961 UTC,1.18232,1.18231,4.5,0.9
23.02.2026 07:19:19.066 UTC,1.18232,1.18229,0.9,1.8
23.02.2026 07:19:20.135 UTC,1.18233,1.18232,1.8,0.9
23.02.2026 07:19:21.920 UTC,1.18234,1.18233,1.8,0.9
23.02.2026 07:19:36.887 UTC,1.18233,1.18231,1.8,0.9
23.02.2026 07:19:36.993 UTC,1.18232,1.18229,0.9,0.9
23.02.2026 07:19:37.097 UTC,1.18231,1.18228,0.9,0.9
23.02.2026 07:19:39.229 UTC,1.18231,1.1823,0.9,1.8
23.02.2026 07:19:42.664 UTC,1.18228,1.18227,1.8,1.8
23.02.2026 07:19:42.780 UTC,1.1823,1.18227,1.8,0.9
23.02.2026 07:19:46.885 UTC,1.18228,1.18225,0.9,1.8
23.02.2026 07:19:48.712 UTC,1.18229,1.18226,0.9,0.9
23.02.2026 07:19:48.817 UTC,1.1823,1.18226,1.8,0.9
23.02.2026 07:19:49.869 UTC,1.18229,1.18225,1.8,0.9
23.02.2026 07:19:51.341 UTC,1.18229,1.18228,1.8,0.9
23.02.2026 07:19:54.582 UTC,1.1823,1.18228,0.9,0.9
23.02.2026 07:19:54.686 UTC,1.1823,1.18229,1.8,0.9
23.02.2026 07:19:56.705 UTC,1.18231,1.18227,0.9,0.9
23.02.2026 07:19:58.630 UTC,1.18229,1.18228,0.9,0.9
23.02.2026 07:19:58.684 UTC,1.18229,1.18226,0.9,1.8
23.02.2026 07:19:59.770 UTC,1.18229,1.18225,0.9,0.9
23.02.2026 07:19:59.874 UTC,1.18229,1.18226,1.8,0.9
23.02.2026 07:20:00.233 UTC,1.18227,1.18224,0.9,0.9
23.02.2026 07:20:00.749 UTC,1.18226,1.18223,0.9,1.8
23.02.2026 07:20:01.261 UTC,1.18227,1.18226,0.9,4.5
23.02.2026 07:20:01.368 UTC,1.18229,1.18228,1.8,0.9
23.02.2026 07:20:01.472 UTC,1.1823,1.18226,0.9,0.9
23.02.2026 07:20:05.070 UTC,1.1823,1.18228,0.9,3.6
23.02.2026 07:20:05.124 UTC,1.18231,1.1823,0.9,0.9
23.02.2026 07:20:05.282 UTC,1.18232,1.1823,0.9,0.9
23.02.2026 07:20:05.793 UTC,1.18232,1.18229,2.7,1.8
23.02.2026 07:20:05.998 UTC,1.18232,1.18227,1.8,1.8
23.02.2026 07:20:09.802 UTC,1.1823,1.18229,0.9,0.9
23.02.2026 07:20:11.127 UTC,1.18229,1.18226,0.9,2.7
23.02.2026 07:20:20.806 UTC,1.18229,1.18228,0.9,0.9
23.02.2026 07:20:24.741 UTC,1.1823,1.18228,0.9,2.7
23.02.2026 07:20:24.797 UTC,1.18233,1.1823,0.9,0.9
23.02.2026 07:20:24.851 UTC,1.18236,1.18234,10.8,6.3
23.02.2026 07:20:24.960 UTC,1.18238,1.18235,1.8,0.9
23.02.2026 07:20:25.071 UTC,1.18237,1.18234,0.9,0.9
23.02.2026 07:20:27.297 UTC,1.18235,1.18234,0.9,1.8
23.02.2026 07:20:28.935 UTC,1.18237,1.18234,1.8,0.9
23.02.2026 07:20:36.774 UTC,1.18237,1.18236,0.9,4.5
23.02.2026 07:20:36.879 UTC,1.18238,1.18237,1.8,0.9
23.02.2026 07:20:39.708 UTC,1.1824,1.18237,0.9,0.9
23.02.2026 07:20:39.813 UTC,1.18243,1.18239,2.7,0.9
23.02.2026 07:20:39.917 UTC,1.18242,1.18238,0.9,2.7
23.02.2026 07:20:40.529 UTC,1.18239,1.18238,0.9,1.8
23.02.2026 07:20:40.938 UTC,1.18238,1.18237,0.9,1.8
23.02.2026 07:20:43.876 UTC,1.18238,1.18236,1.8,2.7
23.02.2026 07:20:46.408 UTC,1.18238,1.18237,1.8,0.9
23.02.2026 07:20:46.914 UTC,1.18239,1.18235,1.8,1.8
23.02.2026 07:20:48.952 UTC,1.18238,1.18237,0.9,0.9
23.02.2026 07:20:49.058 UTC,1.1824,1.18237,1.8,0.9
23.02.2026 07:20:51.476 UTC,1.18238,1.18237,0.9,1.8
23.02.2026 07:20:51.582 UTC,1.18239,1.18235,1.8,2.7
23.02.2026 07:20:51.994 UTC,1.1824,1.18236,1.8,2.7
23.02.2026 07:20:52.201 UTC,1.1824,1.18239,1.8,0.9
23.02.2026 07:20:52.713 UTC,1.18239,1.18238,1.8,0.9
23.02.2026 07:20:54.693 UTC,1.18237,1.18236,0.9,2.7
23.02.2026 07:20:54.849 UTC,1.1824,1.18239,1.8,0.9
23.02.2026 07:21:00.121 UTC,1.1824,1.18236,0.9,2.7
23.02.2026 07:21:00.329 UTC,1.18237,1.18236,0.9,2.7
23.02.2026 07:21:05.073 UTC,1.18239,1.18236,0.9,1.8
23.02.2026 07:21:10.926 UTC,1.18239,1.18237,1.8,0.9
23.02.2026 07:21:11.783 UTC,1.18239,1.18236,1.8,0.9
23.02.2026 07:21:17.722 UTC,1.18239,1.18238,0.9,0.9
23.02.2026 07:21:20.909 UTC,1.1824,1.18238,1.8,0.9
23.02.2026 07:21:21.417 UTC,1.1824,1.18237,0.9,2.7
23.02.2026 07:21:51.784 UTC,1.1824,1.18238,0.9,0.9
23.02.2026 07:21:53.167 UTC,1.18239,1.18238,0.9,0.9
23.02.2026 07:22:04.129 UTC,1.18241,1.18238,0.9,0.9
23.02.2026 07:22:04.491 UTC,1.18241,1.1824,0.9,0.9
23.02.2026 07:22:04.595 UTC,1.18241,1.18239,4.5,1.8
23.02.2026 07:22:05.009 UTC,1.18241,1.1824,0.9,1.8
23.02.2026 07:22:08.871 UTC,1.1824,1.18239,0.9,0.9
23.02.2026 07:22:08.925 UTC,1.18243,1.1824,1.8,0.9
23.02.2026 07:22:09.134 UTC,1.18241,1.1824,0.9,0.9
23.02.2026 07:22:09.293 UTC,1.18241,1.18237,0.9,1.8
23.02.2026 07:22:11.125 UTC,1.18238,1.18237,0.9,1.8
